,Carimbo de data/hora,Nome de usuário,Nome,Curso de graduação,Você estuda majoritariamente em qual turno?,"Para você, quais são os horários de aula ideais?","Atualmente os horários das disciplinas na UFMG são diversos, muitas vezes tendo disciplinas separadas por um grande intervalo de tempo. Na sua opinião, o quanto essa diversidade de horários nas disciplinas prejudica você na sua carreira profissional?
(avalie de 1 a 5)","Atualmente os horários das disciplinas na UFMG são diversos, muitas vezes tendo disciplinas separadas por um grande intervalo de tempo. Na sua opinião, o quanto essa diversidade de horários nas disciplinas prejudica você na sua carreira acadêmica?
(avalie de 1 a 5)",Espaço para observações ou comentários adicionais,"Para você, quais são os horários de aula ideais?.1","Atualmente os horários das disciplinas na UFMG são diversos, muitas vezes tendo disciplinas separadas por um grande intervalo de tempo. Na sua opinião, o quanto essa diversidade de horários nas disciplinas prejudica você na sua carreira profissional?
(avalie de 1 a 5).1","Atualmente os horários das disciplinas na UFMG são diversos, muitas vezes tendo disciplinas separadas por um grande intervalo de tempo. Na sua opinião, o quanto essa diversidade de horários nas disciplinas prejudica você na sua carreira acadêmica?
(avalie de 1 a 5).1",Espaço para observações ou comentários adicionais.1,"Para você, quais são os horários de aula ideais?.2","Atualmente os horários das disciplinas na UFMG são diversos, muitas vezes tendo disciplinas separadas por um grande intervalo de tempo. Na sua opinião, o quanto essa diversidade de horários nas disciplinas prejudica você na sua carreira profissional?
(avalie de 1 a 5).2","Atualmente os horários das disciplinas na UFMG são diversos, muitas vezes tendo disciplinas separadas por um grande intervalo de tempo. Na sua opinião, o quanto essa diversidade de horários nas disciplinas prejudica você na sua carreira acadêmica?
(avalie de 1 a 5).2",Espaço para observações ou comentários adicionais.2,Unnamed: 17
660,2023/11/30 6:54:04 AM GMT-3,redacted,redacted,Engenharia Civil,Matutino,7:30 - 11:10;13:00 - 16:30,5.0,3.0,"Preferenciar ter um horário de cada matéria em cada período do dia (manhã,tarde,noite) ou concentrar as matérias de um semestre em um mesmo período do dia. 

Ter muitos horários vagos causa uma descontinuidade nos estudos e na rotina diária, impactando a realização de outras atividades, sejam elas acadêmicas, como IC, monitoria, estágio, etc. ou pessoais, como prática de esportes, curso de línguas…",,,,,,,,,
661,2023/11/30 6:57:31 AM GMT-3,redacted,redacted,Engenharia Civil,Matutino,7:30 - 11:10;8:30 - 12:10,5.0,5.0,,,,,,,,,,
662,2023/11/30 7:09:35 AM GMT-3,redacted,redacted,Engenharia Química,Matutino,8:30 - 12:10;13:00 - 16:30,5.0,5.0,,,,,,,,,,
663,2023/11/30 7:10:12 AM GMT-3,redacted,redacted,Engenharia Civil,Matutino,7:30 - 11:10;8:30 - 12:10;13:00 - 16:30;14:00 - 17:30,4.0,1.0,,,,,,,,,,
664,2023/11/30 7:14:16 AM GMT-3,redacted,redacted,Engenharia Civil,Vespertino,,,,,8:30 - 12:10,4.0,5.0,,,,,,
665,2023/11/30 7:16:23 AM GMT-3,redacted,redacted,Engenharia Civil,Matutino,7:30 - 11:10;8:30 - 12:10,5.0,5.0,,,,,,,,,,
666,2023/11/30 7:18:06 AM GMT-3,redacted,redacted,Engenharia de Minas,Vespertino,,,,,7:30 - 11:10;13:00 - 16:30,1.0,1.0,,,,,,
667,2023/11/30 7:20:00 AM GMT-3,redacted,redacted,Engenharia Civil,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10;14:00 - 17:30,1.0,2.0,,,,,,
668,2023/11/30 7:23:35 AM GMT-3,redacted,redacted,Engenharia Civil,Noturno,,,,,,,,,19:00 - 22:35,5.0,5.0,,
669,2023/11/30 7:36:46 AM GMT-3,redacted,redacted,Engenharia de Minas,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10,4.0,4.0,,,,,,
670,2023/11/30 8:03:03 AM GMT-3,redacted,redacted,Engenharia Civil,Matutino,7:30 - 11:10;13:00 - 16:30;18:00 - 21:55,2.0,2.0,,,,,,,,,,
671,2023/11/30 8:15:04 AM GMT-3,redacted,redacted,Engenharia Civil,Matutino,7:30 - 11:10;8:30 - 12:10;18:00 - 21:55;19:00 - 22:35,5.0,2.0,,,,,,,,,,
672,2023/11/30 8:15:35 AM GMT-3,redacted,redacted,Engenharia Civil,Vespertino,,,,,8:30 - 12:10,3.0,4.0,,,,,,
673,2023/11/30 8:32:17 AM GMT-3,redacted,redacted,Engenharia de Minas,Matutino,19:00 - 22:35,5.0,5.0,Tive de trancar o curso por não ter como acompanhar a amplitude de horários.,,,,,,,,,
674,2023/11/30 8:45:01 AM GMT-3,redacted,redacted,Engenharia Civil,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10;17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,5.0,3.0,,,,,,
675,2023/11/30 8:48:15 AM GMT-3,redacted,redacted,Engenharia Civil,Matutino,8:30 - 12:10,4.0,3.0,,,,,,,,,,
676,2023/11/30 8:54:49 AM GMT-3,redacted,redacted,Engenharia de Minas,Matutino,8:30 - 12:10,4.0,5.0,"A diferença de horário as vezes pode ser muito cansativa. Tem dias que a primeira aula é 9h25 e a outra só 14h55, e muitas pessoas (que é o meu caso) moram longe da universidade e não podem simplesmente ir pra casa e voltar no horário da próxima aula. É bastante cansativo, isso quando não tem aula a noite também. ",,,,,,,,,
677,2023/11/30 8:54:52 AM GMT-3,redacted,redacted,Engenharia Civil,Matutino,17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,5.0,4.0,,,,,,,,,,
678,2023/11/30 8:55:03 AM GMT-3,redacted,redacted,Engenharia Civil,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10,5.0,5.0,"Muito tempo do dia é perdido aguardando aulas devido a esse Gap. Então uma pessoa que tem uma aula de manhã e o resto a tarde perde o dia praticamente todo para ficar na UFMG, impossibilitando um estágio 100% presencial. Além disso a internet é instável o que também prejudica os alunos a estudarem e trabalharem na universidade. Deste modo considero os horários das aulas extremamente prejudicial.",,,,,
679,2023/11/30 8:59:43 AM GMT-3,redacted,redacted,Engenharia Civil,Vespertino,,,,,7:30 - 11:10;13:00 - 16:30;15:00 - 18:30;19:00 - 22:35,1.0,4.0,,,,,,
680,2023/11/30 9:13:26 AM GMT-3,redacted,redacted,Engenharia de Sistemas,Noturno,,,,,,,,,7:30 - 11:10;14:00 - 17:30;18:00 - 21:55,1.0,4.0,,
681,2023/11/30 9:18:14 AM GMT-3,redacted,redacted,Engenharia Civil,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10,5.0,3.0,,,,,,
682,2023/11/30 9:18:22 AM GMT-3,redacted,redacted,Engenharia Civil,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10,5.0,5.0,,,,,,
683,2023/11/30 9:20:45 AM GMT-3,redacted,redacted,Engenharia Civil,Vespertino,,,,,7:30 - 11:10;14:00 - 17:30,5.0,5.0,"Quando temos grande espaço de tempo entre uma disciplina e outra, não conseguimos estagiar presencialmente, por exemplo. Podemos estudar nesse horário, mas acabamos ficando o dia inteiro na UF dificultando conciliar vida pessoal e acadêmica, uma vez que nesses intervalos não conseguimos ir em casa ou mesmo em uma academia, em um médico, no supermercado. ",,,,,
684,2023/11/30 9:23:20 AM GMT-3,redacted,redacted,Engenharia Civil,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10,5.0,5.0,,,,,,
685,2023/11/30 9:37:06 AM GMT-3,redacted,redacted,Engenharia Elétrica,Matutino,7:30 - 11:10;8:30 - 12:10;18:00 - 21:55;19:00 - 22:35,5.0,5.0,"Existem 2 disciplinas na elétrica que são horríveis em questão de horários, ambas do 6o período: medição e polifasicos. Elas ocorrem 2x na semana. Uma delas de manhã e a outra a tarde devido aos laboratórios.",,,,,,,,,
686,2023/11/30 9:38:26 AM GMT-3,redacted,redacted,Engenharia de Produção,Matutino,7:30 - 11:10;8:30 - 12:10,5.0,3.0,,,,,,,,,,
687,2023/11/30 9:38:52 AM GMT-3,redacted,redacted,Engenharia Civil,Vespertino,,,,,17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,5.0,5.0,,,,,,
688,2023/11/30 9:40:01 AM GMT-3,redacted,redacted,Engenharia Elétrica,Vespertino,,,,,17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,5.0,5.0,,,,,,
689,2023/11/30 9:40:04 AM GMT-3,redacted,redacted,Engenharia Elétrica,Matutino,7:30 - 11:10;18:00 - 21:55;19:00 - 22:35,5.0,3.0,,,,,,,,,,
690,2023/11/30 9:42:38 AM GMT-3,redacted,redacted,Engenharia Elétrica,Matutino,7:30 - 11:10;17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,4.0,2.0,,,,,,,,,,
691,2023/11/30 9:44:07 AM GMT-3,redacted,redacted,Engenharia Civil,Vespertino,,,,,7:30 - 11:10,5.0,5.0,,,,,,
692,2023/11/30 9:47:39 AM GMT-3,redacted,redacted,Engenharia Elétrica,Matutino,7:30 - 11:10;8:30 - 12:10,5.0,4.0,,,,,,,,,,
693,2023/11/30 9:47:42 AM GMT-3,redacted,redacted,Engenharia Civil,Matutino,8:30 - 12:10,3.0,4.0,,,,,,,,,,
694,2023/11/30 9:47:53 AM GMT-3,redacted,redacted,Engenharia Elétrica,Matutino,7:30 - 11:10,5.0,5.0,,,,,,,,,,
695,2023/11/30 9:53:17 AM GMT-3,redacted,redacted,Engenharia Elétrica,Matutino,7:30 - 11:10;8:30 - 12:10;19:00 - 22:35,5.0,5.0,,,,,,,,,,
696,2023/11/30 9:55:28 AM GMT-3,redacted,redacted,Engenharia Ambiental,Matutino,8:30 - 12:10,5.0,3.0,,,,,,,,,,
697,2023/11/30 10:01:39 AM GMT-3,redacted,redacted,Engenharia Elétrica,Matutino,8:30 - 12:10;13:00 - 16:30,5.0,5.0,,,,,,,,,,
698,2023/11/30 10:04:10 AM GMT-3,redacted,redacted,Engenharia Elétrica,Matutino,8:30 - 12:10;13:00 - 16:30,5.0,5.0,"As aulas começam muito cedo, o que prejudica o aprendizado e a qualidade do sono. Moro longe e preciso acordar antes das 6h da manhã para chegar a tempo. Aula começando às 7:30h da manhã é impraticável. Isso não ocorre em nenhum lugar no mundo. Particularmente acho um absurdo começar tão cedo. ",,,,,,,,,
699,2023/11/30 10:43:37 AM GMT-3,redacted,redacted,Engenharia de Sistemas,Noturno,,,,,,,,,18:00 - 21:55,2.0,4.0,,
700,2023/11/30 10:47:24 AM GMT-3,redacted,redacted,Engenharia Elétrica,Matutino,7:30 - 11:10,4.0,1.0,,,,,,,,,,
701,2023/11/30 10:48:19 AM GMT-3,redacted,redacted,Engenharia Elétrica,Matutino,15:00 - 18:30;17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,5.0,5.0,,,,,,,,,,
702,2023/11/30 10:48:56 AM GMT-3,redacted,redacted,Engenharia de Minas,Matutino,7:30 - 11:10;8:30 - 12:10,2.0,5.0,,,,,,,,,,
703,2023/11/30 11:09:15 AM GMT-3,redacted,redacted,Engenharia Elétrica,Matutino,18:00 - 21:55;19:00 - 22:35,5.0,4.0,,,,,,,,,,
704,2023/11/30 11:34:37 AM GMT-3,redacted,redacted,Engenharia Elétrica,Matutino,7:30 - 11:10;8:30 - 12:10;18:00 - 21:55;19:00 - 22:35,5.0,4.0,"Especificamente na engenharia elétrica, temos muitas matérias do meio do curso com alta taxa de reprovação no mesmo horário (7:30~9:10). No entanto, no horário seguinte (9:25~11:05), não temos. Distribuir essas matérias em horários diferentes ou abrir mais turmas com horários diferentes ajudaria bastante e diminuiria o tempo médio de conclusão do curso (que é de 12 semestres para um curso que deveria ser concluído em 10)",,,,,,,,,
705,2023/11/30 11:39:43 AM GMT-3,redacted,redacted,Engenharia de Minas,Matutino,7:30 - 11:10;8:30 - 12:10,5.0,5.0,,,,,,,,,,
706,2023/11/30 11:41:46 AM GMT-3,redacted,redacted,Engenharia de Minas,Matutino,15:00 - 18:30;17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,5.0,5.0,,,,,,,,,,
707,2023/11/30 11:42:16 AM GMT-3,redacted,redacted,Engenharia Elétrica,Matutino,7:30 - 11:10;8:30 - 12:10,5.0,4.0,,,,,,,,,,
708,2023/11/30 11:43:10 AM GMT-3,redacted,redacted,Engenharia Elétrica,Vespertino,,,,,7:30 - 11:10;18:00 - 21:55;19:00 - 22:35;7:30 - 9:20,5.0,5.0,"Alguns professores relataram ""ter preguiça"" de dar aulas 7:30",,,,,
709,2023/11/30 11:43:15 AM GMT-3,redacted,redacted,Engenharia Civil,Matutino,7:30 - 11:10;8:30 - 12:10;18:00 - 21:55;19:00 - 22:35,4.0,2.0,,,,,,,,,,
710,2023/11/30 11:48:00 AM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10;15:00 - 18:30;18:00 - 21:55,3.0,2.0,,,,,,
711,2023/11/30 11:52:12 AM GMT-3,redacted,redacted,Engenharia Elétrica,Matutino,7:30 - 11:10;13:00 - 16:30;18:00 - 21:55,5.0,3.0,,,,,,,,,,
712,2023/11/30 12:25:02 PM GMT-3,redacted,redacted,Engenharia Elétrica,Matutino,7:30 - 11:10;17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,4.0,3.0,,,,,,,,,,
713,2023/11/30 12:26:51 PM GMT-3,redacted,redacted,Engenharia Química,Vespertino,,,,,7:30 - 11:10,3.0,5.0,,,,,,
714,2023/11/30 12:51:34 PM GMT-3,redacted,redacted,Engenharia Mecânica,Noturno,,,,,,,,,19:00 - 22:35,3.0,3.0,,
715,2023/11/30 1:31:49 PM GMT-3,redacted,redacted,Engenharia Civil,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10;18:00 - 21:55;19:00 - 22:35,5.0,5.0,"É praticamente impossível conciliar, estou tendo que dividir meu curso em 2! Esses horários tornam o curso completamente elitizado, excluindo quem precisa trabalhar para se manter.",,,,,
716,2023/11/30 1:42:50 PM GMT-3,redacted,redacted,Engenharia Elétrica,Matutino,7:30 - 11:10;18:00 - 21:55;19:00 - 22:35,5.0,4.0,Os horários precisam dar ao aluno a possibilidade de estudar e trabalhar se necessário ,,,,,,,,,
717,2023/11/30 1:45:40 PM GMT-3,redacted,redacted,Engenharia Elétrica,Vespertino,,,,,7:30 - 11:10;17:00 - 20:55;18:00 - 21:55,5.0,5.0,,,,,,
718,2023/11/30 2:08:10 PM GMT-3,redacted,redacted,Engenharia Civil,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10;17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,1.0,1.0,O maior número de horários das disciplinas é bom pois temos uma liberdade maior na hora escolhe-los conforme nossa realidade.,,,,,
719,2023/11/30 2:09:43 PM GMT-3,redacted,redacted,Engenharia Elétrica,Vespertino,,,,,15:00 - 18:30;17:00 - 20:55;18:00 - 21:55,5.0,5.0,,,,,,
720,2023/11/30 2:13:34 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10;13:00 - 16:30,5.0,4.0,,,,,,
721,2023/11/30 2:14:27 PM GMT-3,redacted,redacted,Engenharia Elétrica,Matutino,7:30 - 11:10;8:30 - 12:10,4.0,3.0,,,,,,,,,,
722,2023/11/30 2:20:18 PM GMT-3,redacted,redacted,Engenharia Civil,Vespertino,,,,,15:00 - 18:30;17:00 - 20:55;18:00 - 21:55,5.0,5.0,,,,,,
723,2023/11/30 2:26:01 PM GMT-3,redacted,redacted,Engenharia de Produção,Matutino,7:30 - 11:10;8:30 - 12:10;13:00 - 16:30;14:00 - 17:30,3.0,3.0,,,,,,,,,,
724,2023/11/30 2:36:47 PM GMT-3,redacted,redacted,Engenharia de Minas,Matutino,7:30 - 11:10;8:30 - 12:10;19:00 - 22:35,5.0,4.0,,,,,,,,,,
725,2023/11/30 2:47:46 PM GMT-3,redacted,redacted,Engenharia Elétrica,Matutino,7:30 - 11:10,2.0,2.0,,,,,,,,,,
726,2023/11/30 3:15:06 PM GMT-3,redacted,redacted,Engenharia Elétrica,Matutino,18:00 - 21:55;19:00 - 22:35,5.0,5.0,Engenharia Elétrica noturna é extremamente necessário. Impossível fazer esse curso direito e trabalhar ,,,,,,,,,
727,2023/11/30 4:04:01 PM GMT-3,redacted,redacted,Engenharia Química,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10;13:00 - 16:30;14:00 - 17:30;15:00 - 18:30,4.0,4.0,,,,,,
728,2023/11/30 4:35:48 PM GMT-3,redacted,redacted,Engenharia de Produção,Matutino,7:30 - 11:10;8:30 - 12:10,5.0,5.0,"Dificuldade de encaixar estagio e trabalho por morar longe e a manha ser inteiramente composta por aulas e, em grande parte das tardes semanais tambeem. Além do que dificulta a gestao do tempo pra estudar sozinha",,,,,,,,,
729,2023/11/30 5:11:06 PM GMT-3,redacted,redacted,Engenharia Civil,Matutino,7:30 - 11:10;8:30 - 12:10;13:00 - 16:30,4.0,4.0,,,,,,,,,,
730,2023/11/30 5:37:18 PM GMT-3,redacted,redacted,Engenharia Elétrica,Matutino,7:30 - 11:10,5.0,5.0,,,,,,,,,,
731,2023/11/30 6:16:58 PM GMT-3,redacted,redacted,Engenharia Ambiental,Vespertino,,,,,8:30 - 12:10,5.0,5.0,,,,,,
732,2023/11/30 7:05:54 PM GMT-3,redacted,redacted,Engenharia Ambiental,Matutino,8:30 - 12:10;13:00 - 16:30;14:00 - 17:30,5.0,4.0,,,,,,,,,,
733,2023/11/30 7:10:41 PM GMT-3,redacted,redacted,Engenharia Elétrica,Matutino,18:00 - 21:55;19:00 - 22:35,4.0,3.0,,,,,,,,,,
734,2023/11/30 7:23:56 PM GMT-3,redacted,redacted,Engenharia Elétrica,Matutino,7:30 - 11:10;15:00 - 18:30;17:00 - 20:55,5.0,2.0,,,,,,,,,,
735,2023/11/30 7:33:48 PM GMT-3,redacted,redacted,Engenharia Elétrica,Matutino,7:30 - 11:10;8:30 - 12:10,5.0,5.0,,,,,,,,,,
736,2023/11/30 8:52:01 PM GMT-3,redacted,redacted,Engenharia Elétrica,Matutino,13:00 - 16:30;14:00 - 17:30;15:00 - 18:30;17:00 - 20:55;18:00 - 21:55,4.0,3.0,,,,,,,,,,
737,2023/11/30 8:52:16 PM GMT-3,redacted,redacted,Engenharia de Produção,Matutino,17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,5.0,3.0,"O curso de engenharia de produção tem uns horários muito ruins (aulas as 11 da manhã), prejudica demais quem quer fazer estágio, acaba que ninguém consegue fazer um estágio presencial antes do oitavo período. ",,,,,,,,,
738,2023/11/30 10:26:40 PM GMT-3,redacted,redacted,Engenharia Civil,Vespertino,,,,,8:30 - 12:10;19:00 - 22:35,3.0,3.0,,,,,,
739,2023/12/01 12:55:35 AM GMT-3,redacted,redacted,Engenharia de Minas,Matutino,7:30 - 11:10;13:00 - 16:30,5.0,3.0,,,,,,,,,,
740,2023/12/01 9:14:23 AM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Noturno,,,,,,,,,7:30 - 11:10;19:00 - 22:35,5.0,5.0,,
741,2023/12/01 10:45:43 AM GMT-3,redacted,redacted,Engenharia Civil,Matutino,7:30 - 11:10;17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,5.0,2.0,"Durante a pandemia, com aulas onlines e gravadas, tive a possibilidade de trabalhar em um emprego CLT durante 1 ano. Com o retorno das aulas presenciais, e com horário durante a manhã e a tarde, tive que abdicar de um trabalho em que ganhava R$ 5.500,00 para poder finalizar minha graduação",,,,,,,,,
742,2023/12/01 11:26:37 AM GMT-3,redacted,redacted,Engenharia de Minas,Matutino,7:30 - 11:10;8:30 - 12:10,5.0,4.0,A grade horária contendo aulas de manhã e de tarde prejudica quem quer fazer estágio e também quem quer arrumar um emprego.,,,,,,,,,
743,2023/12/01 11:31:55 AM GMT-3,redacted,redacted,Engenharia Ambiental,Matutino,7:30 - 11:10;8:30 - 12:10,5.0,5.0,,,,,,,,,,
744,2023/12/01 1:36:24 PM GMT-3,redacted,redacted,Engenharia Aeroespacial,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10;13:00 - 16:30,3.0,5.0,,,,,,
745,2023/12/01 3:37:26 PM GMT-3,redacted,redacted,Engenharia de Produção,Vespertino,,,,,7:30 - 11:10;14:00 - 17:30;19:00 - 22:35,5.0,2.0,,,,,,
746,2023/12/01 5:05:52 PM GMT-3,redacted,redacted,Engenharia Aeroespacial,Matutino,7:30 - 11:10;8:30 - 12:10;13:00 - 16:30,4.0,2.0,,,,,,,,,,
747,2023/12/01 7:18:02 PM GMT-3,redacted,redacted,Engenharia Civil,Matutino,17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,5.0,5.0,,,,,,,,,,
748,2023/12/01 7:38:43 PM GMT-3,redacted,redacted,Engenharia Civil,Vespertino,,,,,18:00 - 21:55;19:00 - 22:35,5.0,5.0,,,,,,
749,2023/12/02 12:32:47 AM GMT-3,redacted,redacted,Engenharia Elétrica,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10;18:00 - 21:55;19:00 - 22:35,5.0,3.0,,,,,,
750,2023/12/02 7:25:49 PM GMT-3,redacted,redacted,Engenharia Ambiental,Matutino,7:30 - 11:10;8:30 - 12:10,5.0,3.0,,,,,,,,,,
751,2023/12/02 7:27:53 PM GMT-3,redacted,redacted,Engenharia Civil,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10,5.0,3.0,,,,,,
752,2023/12/02 7:29:39 PM GMT-3,redacted,redacted,Engenharia Ambiental,Matutino,7:30 - 11:10;8:30 - 12:10,3.0,2.0,,,,,,,,,,
753,2023/12/02 7:29:42 PM GMT-3,redacted,redacted,Engenharia Ambiental,Matutino,7:30 - 11:10;15:00 - 18:30,4.0,4.0,,,,,,,,,,
754,2023/12/02 7:31:38 PM GMT-3,redacted,redacted,Engenharia Ambiental,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10,5.0,4.0,,,,,,
755,2023/12/02 7:34:33 PM GMT-3,redacted,redacted,Engenharia Civil,Matutino,18:00 - 21:55;19:00 - 22:35,5.0,5.0,,,,,,,,,,
756,2023/12/02 7:38:15 PM GMT-3,redacted,redacted,Engenharia Ambiental,Vespertino,,,,,8:30 - 12:10;15:00 - 18:30,4.0,4.0,,,,,,
757,2023/12/02 7:40:44 PM GMT-3,redacted,redacted,Engenharia Aeroespacial,Noturno,,,,,,,,,19:00 - 22:35,5.0,4.0,,
758,2023/12/02 7:40:44 PM GMT-3,redacted,redacted,Engenharia Aeroespacial,Matutino,19:00 - 22:35,5.0,5.0,,,,,,,,,,
759,2023/12/02 8:29:00 PM GMT-3,redacted,redacted,Engenharia de Minas,Matutino,7:30 - 11:10,5.0,5.0,"Universidade Federal da oportunidade para todos, é o que dizem, mas como dizia Racionais “estudar nem pensar, tem que trabalhar ou ripar pros irmão sustentar”",,,,,,,,,
760,2023/12/02 8:31:14 PM GMT-3,redacted,redacted,Engenharia Elétrica,Matutino,7:30 - 11:10;8:30 - 12:10;13:00 - 16:30;14:00 - 17:30,5.0,3.0,"O ideal é as disciplinas, realmente, não serem separadas por um grande intervalo de tempo. Evitar dias com apenas uma aula (melhor um dia com mais disciplinas e outro livre do que um dia normal e outro com apenas uma aula) devido aos gastos com transporte, tanto em tempo quanto em dinheiro.",,,,,,,,,
761,2023/12/02 8:32:12 PM GMT-3,redacted,redacted,Engenharia Civil,Vespertino,,,,,8:30 - 12:10;13:00 - 16:30;14:00 - 17:30;15:00 - 18:30;17:00 - 20:55,2.0,3.0,,,,,,
762,2023/12/02 8:38:41 PM GMT-3,redacted,redacted,Engenharia Química,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10,4.0,3.0,,,,,,
763,2023/12/02 8:40:32 PM GMT-3,redacted,redacted,Engenharia Química,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10,5.0,5.0,"A maioria dos estágios são no turno da tarde, o que nos impossibilita de fazê-los devido ao grande espaçamento entre as aulas, ocasionando o nosso déficit no mercado de trabalho ",,,,,
764,2023/12/02 8:40:42 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10,5.0,5.0,,,,,,
765,2023/12/02 8:47:42 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10;15:00 - 18:30,5.0,4.0,"Acho uma iniciativa muito válida, já comentei sobre com meus amigos e percebi que eu estudando no diurno teria muita dificuldade para conseguir um estágio. Mesmo estando no segundo semestre só.",,,,,
766,2023/12/02 8:49:33 PM GMT-3,redacted,redacted,Engenharia Química,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10,4.0,4.0,"Entrei no curso ""Diurno"" imaginando que a maioria das aulas fossem na parte da manhã e que eu teria o horário livre à tarde. Eu tinha expectativa de, no vespertino, fazer aulas extras (fora da faculdade) e também dedicar meu tempo a estudar para avaliações, mas fico desde 9h15 até 16h30 na UF (fora deslocamento). Minhas notas baixaram por não conseguir estudar, ou ir até muito tarde e depois estar cansada pro outro dia. Adoraria que os horários fossem menos espaçados.",,,,,
767,2023/12/02 8:49:52 PM GMT-3,redacted,redacted,Engenharia Elétrica,Vespertino,,,,,18:00 - 21:55;19:00 - 22:35,5.0,5.0,,,,,,
768,2023/12/02 8:52:15 PM GMT-3,redacted,redacted,Engenharia Aeroespacial,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10,5.0,5.0,,,,,,
769,2023/12/02 8:55:24 PM GMT-3,redacted,redacted,Engenharia Química,Vespertino,,,,,7:30 - 11:10,5.0,5.0,,,,,,
770,2023/12/02 8:59:51 PM GMT-3,redacted,redacted,Engenharia Ambiental,Matutino,7:30 - 11:10;8:30 - 12:10;13:00 - 16:30;14:00 - 17:30,3.0,1.0,,,,,,,,,,
771,2023/12/02 9:11:07 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Matutino,7:30 - 11:10;8:30 - 12:10;17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,5.0,5.0,,,,,,,,,,
772,2023/12/02 9:15:34 PM GMT-3,redacted,redacted,Engenharia Ambiental,Matutino,7:30 - 11:10;8:30 - 12:10,5.0,5.0,,,,,,,,,,
773,2023/12/02 9:32:40 PM GMT-3,redacted,redacted,Engenharia Mecânica,Noturno,,,,,,,,,8:30 - 12:10;13:00 - 16:30;14:00 - 17:30;15:00 - 18:30;17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,1.0,1.0,É necessário que haja uma padronização para que os cursos tenham turmas noturnas E diurnas. Eliminar um ou outro turno impediria que uma grande parcela de estudantes consigam comparecer às aulas.,
774,2023/12/02 9:41:32 PM GMT-3,redacted,redacted,Engenharia de Sistemas,Noturno,,,,,,,,,17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,4.0,5.0,,
775,2023/12/02 10:05:13 PM GMT-3,redacted,redacted,Engenharia Civil,Matutino,7:30 - 11:10;8:30 - 12:10;13:00 - 16:30,5.0,5.0,,,,,,,,,,
776,2023/12/02 10:09:16 PM GMT-3,redacted,redacted,Engenharia Civil,Matutino,8:30 - 16:30,3.0,2.0,,,,,,,,,,
777,2023/12/02 10:22:38 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Vespertino,,,,,8:30 - 12:10;Acho o melhor horário entre 8 e 14:30,4.0,4.0,,,,,,
778,2023/12/02 10:22:57 PM GMT-3,redacted,redacted,Engenharia de Produção,Matutino,7:30 - 11:10;8:30 - 12:10;15:00 - 18:30;17:00 - 20:55,4.0,4.0,,,,,,,,,,
779,2023/12/02 10:24:17 PM GMT-3,redacted,redacted,Engenharia Química,Matutino,8:30 - 12:10;14:00 - 17:30,3.0,4.0,,,,,,,,,,
780,2023/12/02 10:35:39 PM GMT-3,redacted,redacted,Engenharia Aeroespacial,Matutino,8:30 - 12:10,5.0,3.0,é essencial deixar um turno livre para que os alunos possam fazer estágio,,,,,,,,,
